"","X","game_id","time","human_id","ai_id","prolific_id","condition","difficulty","confidence","comments","game","round","human_action","human_rt","ai_action","ai_rt","winner","round_condition","stage","score","stage.f","game.f","interaction_lvl","opp_type","condition.f","adj_score"
"8341",8521,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",1,"water",17130,"fire",1933.445659,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8342",8522,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",2,"fire",681,"grass",1105.374031,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8343",8523,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",3,"grass",924,"water",1023.971477,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8344",8524,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",4,"water",685,"fire",1178.384858,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8345",8525,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",5,"fire",3741,"grass",556.4047897,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8346",8526,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",6,"grass",622,"water",1551.665119,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8347",8527,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",7,"water",2606,"fire",572.6647613,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8348",8528,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",8,"fire",4386,"grass",1759.826332,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8349",8529,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",9,"grass",1156,"water",1923.904898,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8350",8530,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",10,"water",2548,"fire",543.3862289,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8351",8531,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",11,"fire",4097,"grass",598.5644144,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8352",8532,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",12,"grass",1873,"water",1038.835026,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8353",8533,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",13,"water",1459,"fire",1810.316764,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8354",8534,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",14,"fire",2278,"grass",909.9204736,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8355",8535,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",15,"grass",1362,"water",1203.360504,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"8356",8536,"f4d38402-c179-43bb-a0ba-7422c6938f42",NA,"wkSekQIWpxx9cI6DAAAK","Ml7XU1KgnQNpy-JqAAAL","5d5301915d64d20001a69221","Level2",9,95,"Not sure about what the opponent's strategy was but I did figure out that if I won, next round all I had to do was pick what the opponent just picked, I managed to get 20/20 in some rounds. E.g. I pick rock villain picks scissors, next round I pick scissors and should win. Last game where the tie option was removed and replaced with a win condition (66% chance to score) I noticed that the AI managed to counter the strategy once but I still confused it by doing the exact opposite and then going back to normal.","fwg",16,"water",874,"fire",1217.093739,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
